context,question,answer
Title: Holman Weighted Burpee to Overhead Alternating Reverse Lunge. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,Which muscles does Holman Weighted Burpee to Overhead Alternating Reverse Lunge target?,Quadriceps
Title: Holman Weighted Burpee to Overhead Alternating Reverse Lunge. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,What equipment is needed for Holman Weighted Burpee to Overhead Alternating Reverse Lunge?,Dumbbell
Title: Holman Weighted Burpee to Overhead Alternating Reverse Lunge. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,What is the difficulty level of Holman Weighted Burpee to Overhead Alternating Reverse Lunge?,Intermediate
Title: Holman Weighted 180 Jump to Chest Press. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,Which muscles does Holman Weighted 180 Jump to Chest Press target?,Quadriceps
Title: Holman Weighted 180 Jump to Chest Press. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,What equipment is needed for Holman Weighted 180 Jump to Chest Press?,Dumbbell
Title: Holman Weighted 180 Jump to Chest Press. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,What is the difficulty level of Holman Weighted 180 Jump to Chest Press?,Intermediate
Title: Holman Alternating Side Squat Overhead Press. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,Which muscles does Holman Alternating Side Squat Overhead Press target?,Quadriceps
Title: Holman Alternating Side Squat Overhead Press. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,What equipment is needed for Holman Alternating Side Squat Overhead Press?,Dumbbell
Title: Holman Alternating Side Squat Overhead Press. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,What is the difficulty level of Holman Alternating Side Squat Overhead Press?,Intermediate
Title: Holman Right Lunge with Right Biceps Curl. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,Which muscles does Holman Right Lunge with Right Biceps Curl target?,Quadriceps
Title: Holman Right Lunge with Right Biceps Curl. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,What equipment is needed for Holman Right Lunge with Right Biceps Curl?,Dumbbell
Title: Holman Right Lunge with Right Biceps Curl. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,What is the difficulty level of Holman Right Lunge with Right Biceps Curl?,Intermediate
Title: Holman Left Lunge with Left Biceps Curl. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,Which muscles does Holman Left Lunge with Left Biceps Curl target?,Quadriceps
Title: Holman Left Lunge with Left Biceps Curl. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,What equipment is needed for Holman Left Lunge with Left Biceps Curl?,Dumbbell
Title: Holman Left Lunge with Left Biceps Curl. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,What is the difficulty level of Holman Left Lunge with Left Biceps Curl?,Intermediate
Title: Holman Squat Thrust to Alternating Front Raise. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,Which muscles does Holman Squat Thrust to Alternating Front Raise target?,Quadriceps
Title: Holman Squat Thrust to Alternating Front Raise. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,What equipment is needed for Holman Squat Thrust to Alternating Front Raise?,Dumbbell
Title: Holman Squat Thrust to Alternating Front Raise. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate,What is the difficulty level of Holman Squat Thrust to Alternating Front Raise?,Intermediate
"Title: Dumbbell racked reverse lunge. Desc: The dumbbell racked reverse lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. Holding dumbbells in the racked position further challenges the core and upper-back muscles to maintain posture while the lower body moves. Lunge variations are often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing split squats instead.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",Which muscles does Dumbbell racked reverse lunge target?,Quadriceps
"Title: Dumbbell racked reverse lunge. Desc: The dumbbell racked reverse lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. Holding dumbbells in the racked position further challenges the core and upper-back muscles to maintain posture while the lower body moves. Lunge variations are often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing split squats instead.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",What equipment is needed for Dumbbell racked reverse lunge?,Dumbbell
"Title: Dumbbell racked reverse lunge. Desc: The dumbbell racked reverse lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. Holding dumbbells in the racked position further challenges the core and upper-back muscles to maintain posture while the lower body moves. Lunge variations are often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing split squats instead.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",What is the difficulty level of Dumbbell racked reverse lunge?,Intermediate
"Title: Dumbbell racked reverse lunge. Desc: The dumbbell racked reverse lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. Holding dumbbells in the racked position further challenges the core and upper-back muscles to maintain posture while the lower body moves. Lunge variations are often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing split squats instead.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",Describe the Dumbbell racked reverse lunge exercise.,"The dumbbell racked reverse lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. Holding dumbbells in the racked position further challenges the core and upper-back muscles to maintain posture while the lower body moves. Lunge variations are often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing split squats instead."
"Title: Total Fitness Dumbbell Reverse Lunge. Desc: The dumbbell reverse lunge is a great single-leg movement that strengthens and builds the quads, hamstrings, and glutes.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",Which muscles does Total Fitness Dumbbell Reverse Lunge target?,Quadriceps
"Title: Total Fitness Dumbbell Reverse Lunge. Desc: The dumbbell reverse lunge is a great single-leg movement that strengthens and builds the quads, hamstrings, and glutes.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",What equipment is needed for Total Fitness Dumbbell Reverse Lunge?,Dumbbell
"Title: Total Fitness Dumbbell Reverse Lunge. Desc: The dumbbell reverse lunge is a great single-leg movement that strengthens and builds the quads, hamstrings, and glutes.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",What is the difficulty level of Total Fitness Dumbbell Reverse Lunge?,Intermediate
"Title: Total Fitness Dumbbell Reverse Lunge. Desc: The dumbbell reverse lunge is a great single-leg movement that strengthens and builds the quads, hamstrings, and glutes.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",Describe the Total Fitness Dumbbell Reverse Lunge exercise.,"The dumbbell reverse lunge is a great single-leg movement that strengthens and builds the quads, hamstrings, and glutes."
"Title: Single-arm dumbbell snatch-. Desc: The single-arm dumbbell snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. It involves lifting a dumbbell from the ground to overhead in a single movement. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",Which muscles does Single-arm dumbbell snatch- target?,Quadriceps
"Title: Single-arm dumbbell snatch-. Desc: The single-arm dumbbell snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. It involves lifting a dumbbell from the ground to overhead in a single movement. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",What equipment is needed for Single-arm dumbbell snatch-?,Dumbbell
"Title: Single-arm dumbbell snatch-. Desc: The single-arm dumbbell snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. It involves lifting a dumbbell from the ground to overhead in a single movement. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",What is the difficulty level of Single-arm dumbbell snatch-?,Intermediate
"Title: Single-arm dumbbell snatch-. Desc: The single-arm dumbbell snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. It involves lifting a dumbbell from the ground to overhead in a single movement. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",Describe the Single-arm dumbbell snatch- exercise.,"The single-arm dumbbell snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. It involves lifting a dumbbell from the ground to overhead in a single movement. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit."
"Title: Total Fitness Dumbbell Step-Up. Desc: The dumbbell step-up is a great exercise for building lower-body strength and power. The dumbbell version is better for intermediate and advanced lifters than beginners, who should begin by performing these unweighted.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",Which muscles does Total Fitness Dumbbell Step-Up target?,Quadriceps
"Title: Total Fitness Dumbbell Step-Up. Desc: The dumbbell step-up is a great exercise for building lower-body strength and power. The dumbbell version is better for intermediate and advanced lifters than beginners, who should begin by performing these unweighted.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",What equipment is needed for Total Fitness Dumbbell Step-Up?,Dumbbell
"Title: Total Fitness Dumbbell Step-Up. Desc: The dumbbell step-up is a great exercise for building lower-body strength and power. The dumbbell version is better for intermediate and advanced lifters than beginners, who should begin by performing these unweighted.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",What is the difficulty level of Total Fitness Dumbbell Step-Up?,Intermediate
"Title: Total Fitness Dumbbell Step-Up. Desc: The dumbbell step-up is a great exercise for building lower-body strength and power. The dumbbell version is better for intermediate and advanced lifters than beginners, who should begin by performing these unweighted.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",Describe the Total Fitness Dumbbell Step-Up exercise.,"The dumbbell step-up is a great exercise for building lower-body strength and power. The dumbbell version is better for intermediate and advanced lifters than beginners, who should begin by performing these unweighted."
"Title: Single-arm dumbbell front squat. Desc: The single-arm dumbbell front squat is an exercise that targets the quads, glutes, and hamstrings, as well as the upper body. It also challenges oblique strength due to the offset loading. It can be performed in strength and muscle-focused workouts, in circuit training, or as part of a larger dumbbell complex with movements like single-arm dumbbell clean and presses.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",Which muscles does Single-arm dumbbell front squat target?,Quadriceps
"Title: Single-arm dumbbell front squat. Desc: The single-arm dumbbell front squat is an exercise that targets the quads, glutes, and hamstrings, as well as the upper body. It also challenges oblique strength due to the offset loading. It can be performed in strength and muscle-focused workouts, in circuit training, or as part of a larger dumbbell complex with movements like single-arm dumbbell clean and presses.. Equipment: Dumbbell. BodyPart: Quadriceps. Level: Intermediate",What equipment is needed for Single-arm dumbbell front squat?,Dumbbell
